,IYW US Equity,GDP,DGS10,CSUSHPINSA,PAYEMS,TEDRATE,FEDFUNDS,NETEXP,PCE,UNRATE,UMCSENT,BAMLH0A0HYM2,RECPROUSM156N,VIXCLS,XOI Index,YIELD_SLOPE,XAU Curncy,LUMSTRUU Index,DXY Curncy,M2 Index,LUGCTRUU Index,TAIEALLGCLCRT100EP,CCSA,JTU5200JOR,ACILOB
2000-12-31,1,-0.0109660881078,0.0703125,-0.00459601066274,-0.00106983297044,0.0149253731343,0.064,-0.0344574761837,-0.00639050880486,0.039,0.0934959349593,0.0916,0.0806,0.104283054004,-0.0580885780886,0.00016,-0.00661157024793,-0.0158463163725,0.0518437385907,-0.00905198776758,-0.0193501173742,0.0,0.0128064320894,0.034,0.0
2001-01-31,0,-0.00341031474609,-0.0134874759152,-0.00393700787402,0.000188386357814,0.196428571429,0.0598,0.0272231980556,-0.0043795828697,0.042,0.039070749736,0.0787,0.1576,0.219346049046,0.0156634721012,0.00542,0.0240737257852,-0.0153307007888,-0.00868621064061,-0.0101507476843,-0.0164977940627,0.166260613663,0.013280505111,0.05,-0.0668026403288
2001-02-28,1,-0.00341031474609,0.0548780487805,-0.0038307187158,-0.00054225850668,0.75,0.0549,0.0272231980556,-0.00277410268448,0.042,0.0452538631347,0.077,0.1868,-0.22328042328,0.0049296712918,0.00506,-0.00486618004866,-0.00569368573265,-0.0133023837157,-0.00755057079912,-0.0102138997854,0.0,0.013768452994,0.039,0.0
2001-03-31,1,-0.00341031474609,-0.00202839756592,-0.00688405797101,0.000203388298393,-0.529411764706,0.0531,0.0272231980556,0.0010253343017,0.043,-0.00983606557377,0.0818,0.2268,-0.010125698324,-0.00764959202176,0.00737,0.0356658267106,-0.0057706515445,-0.0456675470734,-0.0113458606419,-0.0045678921388,0.0,0.0143076131289,0.035,0.0
2001-04-30,0,-0.0122446228675,-0.0785046728972,-0.0076404494382,0.00211367016177,0.416666666667,0.048,0.0900478945596,-0.00200392257184,0.044,0.0350678733032,0.0806,0.2638,0.124018838305,-0.0946648426813,0.01062,-0.0231016852869,-0.00138582865575,0.0139080856945,-0.0123980679352,0.00755312239028,-0.0270428848873,0.0149160256375,0.038,0.0124624387158
2001-05-31,1,-0.0122446228675,-0.0147329650092,-0.00846702317291,0.000294490757521,0.0909090909091,0.0421,0.0900478945596,-0.00662139458712,0.043,-0.0391304347826,0.0768,0.27,0.125441696113,-0.00232018561485,0.01193,-0.00677073537709,-0.00658637561159,-0.0277987738305,0.00054784871549,-0.00572008487868,0.0,0.0155740738695,0.036,0.0
2001-06-30,0,-0.0122446228675,0.00184501845018,-0.00944645537212,0.000982600414204,0.62962962963,0.0397,0.0900478945596,-0.00197263671077,0.045,-0.00647948164147,0.0816,0.2748,0.187827911857,0.067978500501,0.0117,-0.0184604024368,-0.00213476705343,-0.00334812086716,-0.00780415833511,-0.00477458451933,0.0,0.0162558669263,0.041,0.0
2001-07-31,1,-0.00010357643217,0.069033530572,-0.00840409699729,0.000839694079022,0.285714285714,0.0377,-0.0200045818265,-0.00170201991785,0.046,0.0021645021645,0.0827,0.2598,-0.118408880666,0.00103961479536,0.01257,0.0157509844365,-0.0174406183845,0.0195425840587,-0.00577108666281,-0.0243137676485,0.0738507485256,0.0166978871105,0.039,0.0325480919521
2001-08-31,1,-0.00010357643217,0.0453608247423,-0.00660927037134,0.001181504904,0.3125,0.0365,-0.0200045818265,-0.00516365570031,0.049,0.00983606557377,0.0805,0.2378,-0.132423756019,-0.00103853511889,0.01203,-0.0282434402332,-0.00874989170926,0.033151119732,-0.00648155250441,-0.0126750223339,0.0,0.0171577523344,0.029,0.0
2001-09-30,1,-0.00010357643217,0.054347826087,-0.00415692387633,0.00182861131766,-0.333333333333,0.0307,-0.0200045818265,0.0129415433464,0.05,0.11858190709,0.1018,0.2298,-0.219542749765,0.1017544564,0.01737,-0.0642796248934,-0.0147567880277,8.81756458866e-05,-0.0208603240767,-0.00911505122834,0.0,0.0179330438129,0.034,0.0
2001-10-31,0,-0.00577788696475,0.0697674418605,-0.0018153526971,0.00248731620863,0.263157894737,0.0249,0.0269375546145,-0.0269509806626,0.053,-0.0108827085852,0.0961,0.1704,-0.0485697258641,-0.0193121641042,0.01809,0.048632218845,-0.0136387872892,-0.012624064078,0.00259784266109,-0.0247452817287,-0.129887502467,0.0193584677862,0.033,0.0234213843686
